year,depth,temperature,salinity,sigma.T,delta.D
2003.34854,75,5.987,31.748,24.985,0.250561
2003.34854,100,6.013,31.952,25.143,0.322818
2003.34854,150,6.075,32.274,25.39,0.458092
2003.34854,200,6.057,32.546,25.607,0.581552
2003.34854,250,5.935,32.626,25.685,0.699673
2003.36953,0,8.387,30.128,23.396,0
2003.36953,10,7.912,30.728,23.933,0.043328
2003.36953,20,7.191,31.169,24.378,0.080261
2003.36953,30,7.007,31.272,24.483,0.115154
2003.36953,50,6.969,31.696,24.821,0.18062
2003.36953,75,6.727,31.858,24.98,0.256657
2003.36953,100,6.571,32.042,25.145,0.328753
2003.36953,150,6.213,32.157,25.281,0.466598
2003.36953,200,6.077,32.459,25.536,0.595281
2003.36953,250,5.944,32.631,25.688,0.714462
2003.39135,0,9.037,30.395,23.509,0
2003.39135,10,8.348,30.947,24.043,0.042713
2003.39135,20,7.738,31.135,24.277,0.079894
2003.39135,30,7.215,31.232,24.424,0.115357
2003.39135,50,6.338,31.519,24.762,0.181695
2003.39135,75,6.276,31.721,24.929,0.259291
2003.39135,100,6.112,31.902,25.092,0.332694
2003.39135,150,6.144,32.21,25.331,0.471053
2003.39135,200,5.942,32.576,25.645,0.595382
2003.39135,250,5.878,32.631,25.696,0.711562
2003.41483,0,8.973,30.673,23.736,0
2003.41483,10,8.898,30.784,23.834,0.041316
2003.41483,20,8.293,31.213,24.259,0.080501
2003.41483,30,8.143,31.325,24.369,0.116608
2003.41483,50,6.855,31.524,24.701,0.184038
2003.41483,75,6.483,31.703,24.889,0.262624
2003.41483,100,6.624,31.913,25.037,0.337314
2003.41483,150,6.369,32.074,25.196,0.479933
2003.41483,200,6.053,32.496,25.568,0.610453
2003.41483,250,5.894,32.628,25.692,0.728424
2003.55058,0,14.547,28.381,20.97,0
2003.55058,10,13.153,29.642,22.217,0.062945
2003.55058,20,10.615,30.424,23.28,0.111926
2003.55058,30,10.072,30.951,23.781,0.155268
2003.55058,50,7.924,31.515,24.549,0.229101
2003.55058,75,7.054,31.825,24.912,0.308176
2003.55058,100,6.273,32.047,25.187,0.380197
2003.55058,150,6.056,32.509,25.578,0.509787
2003.55058,200,5.755,32.956,25.968,0.618999
2003.55058,250,5.586,33.084,26.089,0.719255
2003.61626,0,14.715,25.779,18.935,0
2003.61626,10,14.874,27.824,20.474,0.08435
2003.61626,20,12.302,29.848,22.537,0.147463
2003.61626,30,10.927,31.074,23.733,0.194735
2003.61626,50,7.845,31.628,24.649,0.267506
2003.61626,75,6.884,31.941,25.025,0.34447
2003.61626,100,6.61,32.189,25.256,0.414956
2003.61626,150,5.892,32.813,25.838,0.536431
2003.61626,200,5.608,33.079,26.082,0.637422
2003.61626,250,5.537,33.146,26.144,0.732821
2003.6319,0,14.904,24.86,18.191,0
2003.6319,10,13.769,28.127,20.929,0.081292
2003.6319,20,11.972,29.94,22.668,0.142214
2003.6319,30,10.377,30.914,23.702,0.188249
2003.6319,50,8.336,31.496,24.475,0.262844
2003.6319,75,7.334,31.852,24.895,0.343889
2003.6319,100,6.874,32.074,25.131,0.416716
2003.6319,150,6.131,32.477,25.543,0.552082
2003.6319,200,5.699,32.995,26.005,0.660725
2003.6319,250,5.529,33.153,26.15,0.75771
2003.63993,0,13.728,24.341,18.019,0
2003.63993,10,13.143,28.174,21.085,0.080198
2003.63993,20,12.635,28.969,21.795,0.143102
2003.63993,30,12.335,29.497,22.259,0.200817
2003.63993,50,10.323,30.985,23.766,0.302071
2003.63993,75,7.348,31.901,24.932,0.384685
2003.63993,100,6.655,32.094,25.175,0.457538
2003.63993,150,6.186,32.579,25.617,0.58678
2003.63993,200,5.642,33.047,26.053,0.693578
2003.63993,250,5.509,33.177,26.172,0.78911
2003.77994,0,9.733,25.862,19.868,0
2003.77994,10,10.608,27.163,20.745,0.075417
2003.77994,20,10.724,27.636,21.094,0.144004
2003.77994,30,10.836,28.471,21.725,0.207263
2003.77994,50,11.269,30.313,23.082,0.314493
2003.77994,75,9.888,31.396,24.158,0.420399
2003.77994,100,7.67,31.872,24.865,0.504986
2003.77994,150,6.008,32.818,25.828,0.63118
2003.77994,200,5.806,32.987,25.986,0.735677
2003.77994,250,5.648,33.084,26.082,0.835723
2003.79055,0,9.166,25.106,19.36,0
2003.79055,10,9.345,25.514,19.653,0.083315
2003.79055,20,10.209,26.916,20.616,0.161159
2003.79055,30,10.856,28.583,21.808,0.22634
2003.79055,50,10.982,30.731,23.457,0.326987
2003.79055,75,9.333,31.776,24.543,0.42692
2003.79055,100,7.499,32.111,25.076,0.504301
2003.79055,150,6.333,32.603,25.618,0.634194
2003.79055,200,5.803,32.933,25.944,0.744956
2003.79055,250,5.649,33.079,26.078,0.844848
2003.8465,0,8.526,27.404,21.244,0
2003.8465,10,8.937,27.955,21.617,0.063402
2003.8465,20,9.248,28.644,22.11,0.122278
2003.8465,30,9.351,29.069,22.426,0.177175
2003.8465,50,9.763,30.772,23.691,0.274416
2003.8465,75,10.094,31.815,24.451,0.368788
2003.8465,100,8.486,32.032,24.873,0.451669
2003.8465,150,6.85,32.399,25.39,0.592992
2003.8465,200,5.937,32.908,25.908,0.70837
2003.92022,0,5.769,30.287,23.857,0
2003.92022,10,5.766,30.287,23.858,0.040366
2003.92022,20,5.769,30.287,23.857,0.080739
2003.92022,30,5.779,30.287,23.856,0.121131
2003.92022,50,6.291,30.466,23.938,0.201287
2003.92022,75,8.504,31.467,24.428,0.295472
2003.92022,100,8.458,31.875,24.754,0.379725
2003.92022,150,6.162,32.776,25.776,0.510472
2003.92022,200,6,33.182,26.116,0.612039
2003.92022,250,5.946,33.275,26.197,0.705787
2003.92818,0,5.94,30.394,23.922,0
2003.92818,10,5.936,30.393,23.922,0.039753
2003.92818,20,5.956,30.394,23.92,0.079519
2003.92818,30,5.965,30.395,23.92,0.119301
2003.92818,50,6.026,30.413,23.927,0.198797
2003.92818,75,6.755,30.781,24.129,0.296575
2003.92818,100,7.076,31.094,24.334,0.389284
2003.92818,150,8.055,31.871,24.81,0.556463
2003.92818,200,6.093,32.833,25.829,0.686525
2003.92818,250,5.925,33.296,26.216,0.784301
2003.94168,0,5.844,30.352,23.9,0
2003.94168,10,5.918,30.39,23.922,0.039933
2003.94168,20,5.956,30.411,23.934,0.079636
2003.94168,30,5.955,30.411,23.934,0.11929
2003.94168,50,6.27,30.585,24.034,0.197685
2003.94168,75,6.61,30.765,24.134,0.292866
2003.94168,100,7.982,31.579,24.591,0.38171
2003.94168,150,7.597,31.956,24.941,0.541265
2003.94168,200,5.997,33.014,25.984,0.664177
2003.94168,250,5.938,33.284,26.205,0.758459
2004.08607,0,4.165,31.173,24.727,0
2004.08607,10,4.339,31.252,24.773,0.031897
2004.08607,20,4.353,31.269,24.785,0.063489
2004.08607,30,4.359,31.282,24.795,0.094964
2004.08607,50,4.408,31.295,24.8,0.15783
2004.08607,75,4.461,31.321,24.816,0.236195
2004.08607,100,4.603,31.39,24.856,0.313889
2004.08607,150,4.973,31.535,24.932,0.466567
2004.08607,200,5.119,31.747,25.084,0.614668
2004.08607,250,5.397,31.894,25.17,0.756807
2004.21574,0,4.053,31.283,24.826,0
2004.21574,10,4.055,31.284,24.826,0.031138
2004.21574,20,4.082,31.289,24.828,0.062275
2004.21574,30,4.196,31.328,24.847,0.093299
2004.21574,50,4.275,31.363,24.868,0.154975
2004.21574,75,4.615,31.46,24.91,0.231457
2004.21574,100,4.972,31.618,24.998,0.306597
2004.21574,150,5.444,31.94,25.201,0.450096
2004.21574,200,5.731,32.388,25.522,0.581771
2004.21574,250,5.804,32.627,25.702,0.700362
2004.23174,0,4.097,31.225,24.775,0
2004.23174,10,4.075,31.225,24.777,0.031613
2004.23174,20,4.185,31.287,24.816,0.063031
2004.23174,30,4.248,31.308,24.827,0.094237
2004.23174,50,4.337,31.343,24.846,0.156351
2004.23174,75,4.407,31.387,24.874,0.233565
2004.23174,100,4.764,31.577,24.988,0.309464
2004.23174,150,5.481,31.974,25.223,0.452778
2004.23174,200,5.741,32.546,25.645,0.580809
2004.23174,250,5.781,32.841,25.874,0.691673
2004.23752,0,4.177,31.256,24.792,0
2004.23752,10,4.168,31.256,24.793,0.031457
2004.23752,20,4.164,31.259,24.796,0.0629
2004.23752,30,4.226,31.293,24.817,0.09422
2004.23752,50,4.247,31.314,24.831,0.156577
2004.23752,75,4.37,31.384,24.875,0.233767
2004.23752,100,4.604,31.504,24.946,0.309652
2004.23752,150,5.203,31.795,25.113,0.455981
2004.23752,200,5.739,32.548,25.647,0.583738
2004.23752,250,5.782,32.822,25.858,0.695416
2004.33838,0,6.234,30.55,24.011,0
2004.33838,10,5.703,30.702,24.193,0.038522
2004.33838,20,4.922,31.088,24.584,0.073534
2004.33838,30,4.867,31.148,24.637,0.106608
2004.33838,50,4.932,31.262,24.72,0.171664
2004.33838,75,4.758,31.443,24.882,0.250078
2004.33838,100,5.505,31.812,25.092,0.324039
2004.33838,150,5.517,32.108,25.325,0.46233
2004.33838,200,5.526,32.322,25.493,0.590722
2004.33838,250,5.738,32.719,25.782,0.708485
2004.3468,0,6.581,30.708,24.093,0
2004.3468,10,6.585,30.714,24.097,0.038111
2004.3468,20,5.632,30.866,24.33,0.07536
2004.3468,30,5.269,31.043,24.511,0.110473
2004.3468,50,4.962,31.261,24.716,0.177044
2004.3468,75,4.73,31.477,24.912,0.255511
2004.3468,100,5.279,31.793,25.103,0.32861
2004.3468,150,5.511,32.178,25.381,0.46558
2004.3468,200,5.55,32.416,25.565,0.591681
2004.3468,250,5.749,32.745,25.802,0.707866
2004.34877,0,7.577,30.361,23.691,0
2004.34877,10,6.345,30.735,24.143,0.040638
2004.34877,20,5.536,30.881,24.353,0.077022
2004.34877,30,5.326,31.035,24.498,0.112111
2004.34877,50,4.897,31.247,24.712,0.17863
2004.34877,75,4.778,31.357,24.812,0.258006
2004.34877,100,5.099,31.704,25.052,0.333296
2004.34877,150,5.514,32.117,25.333,0.472894
2004.34877,200,5.523,32.382,25.541,0.600407
2004.34877,250,5.755,32.754,25.808,0.716751
2004.36211,0,7.423,30.083,23.493,0
2004.36211,10,6.862,30.622,23.99,0.041778
2004.36211,20,5.603,30.976,24.42,0.078715
2004.36211,30,5.278,31.079,24.538,0.113093
2004.36211,50,5.01,31.259,24.71,0.179365
2004.36211,75,4.748,31.54,24.96,0.257023
2004.36211,100,5.368,31.807,25.104,0.329716
2004.36211,150,5.531,32.231,25.421,0.464746
2004.36211,200,5.625,32.542,25.656,0.587121
2004.36211,250,5.721,32.699,25.769,0.701032
2004.48878,0,11.951,28.829,21.811,0
2004.48878,10,9.957,30.474,23.428,0.052808
2004.48878,20,8.408,31.004,24.079,0.094514
2004.48878,30,8.196,31.313,24.352,0.131046
2004.48878,50,6.013,31.384,24.695,0.198268
2004.48878,75,5.265,31.711,25.04,0.275285
2004.48878,100,5.726,32.069,25.27,0.345283
2004.48878,150,5.701,32.696,25.769,0.468863
2004.48878,200,5.658,32.98,25.998,0.574922
2004.48878,250,5.632,33.106,26.101,0.67358
2004.49905,0,13.326,27.671,20.662,0
2004.49905,10,8.903,30.593,23.684,0.053508
2004.49905,20,8.566,30.824,23.915,0.094434
2004.49905,30,7.862,31.19,24.303,0.132106
2004.49905,50,5.779,31.405,24.739,0.199537
2004.49905,75,5.793,31.78,25.034,0.275689
2004.49905,100,6.104,32.119,25.264,0.34597
2004.49905,150,5.708,32.718,25.785,0.468113
2004.49905,200,5.662,33.02,26.029,0.572237
2004.49905,250,5.639,33.093,26.09,0.670359
2004.50335,0,12.722,28.081,21.092,0
2004.50335,10,9.424,30.522,23.549,0.055721
2004.50335,20,8.7,30.925,23.974,0.097089
2004.50335,30,7.956,31.207,24.303,0.13473
2004.50335,50,8.223,31.83,24.753,0.201751
2004.50335,75,5.666,31.777,25.046,0.277848
2004.50335,100,6.048,32.139,25.287,0.348048
2004.50335,150,5.72,32.781,25.834,0.470053
2004.50335,200,5.667,33.01,26.021,0.574248
2004.50335,250,5.637,33.1,26.096,0.672587
2004.51051,0,12.838,21.849,16.259,0
2004.51051,10,12.022,30.093,22.778,0.07742
2004.51051,20,9.211,30.701,23.722,0.122768
2004.51051,30,8.06,31.145,24.24,0.162068
2004.51051,50,7.427,31.537,24.635,0.23183
2004.51051,75,6.935,31.869,24.962,0.310279
2004.51051,100,5.725,32.002,25.217,0.382138
2004.51051,150,5.704,32.69,25.763,0.50668
2004.51051,200,5.656,33.01,26.022,0.611542
2004.51051,250,5.657,33.1,26.093,0.709593
2004.66701,0,15.902,24.668,17.839,0
2004.66701,10,15.057,26.932,19.751,0.089964
2004.66701,20,13.674,29.473,21.986,0.156898
2004.66701,30,9.554,31.093,23.975,0.204069
2004.66701,50,7.687,31.631,24.673,0.27575
2004.66701,75,6.453,32,25.127,0.35121
2004.66701,100,6.08,32.16,25.3,0.420083
2004.66701,150,5.766,32.818,25.857,0.540907
2004.66701,200,5.705,33.006,26.013,0.643328
2004.74823,0,11.367,26.648,20.221,0
2004.74823,10,11.399,26.811,20.342,0.074933
2004.74823,20,11.567,27.271,20.67,0.147976
2004.74823,30,11.747,28.335,21.464,0.215767
2004.74823,50,9.825,30.824,23.722,0.32696
2004.74823,75,7.589,31.747,24.778,0.415347
2004.74823,100,6.859,32.133,25.18,0.488793
2004.74823,150,6.006,32.407,25.504,0.619845
2004.74823,200,5.706,32.965,25.981,0.732565
2004.74823,250,5.691,33.086,26.078,0.831952
2004.75043,0,10.521,25.53,19.49,0
2004.75043,10,10.86,26.602,20.269,0.078682
2004.75043,20,11.487,27.175,20.609,0.15134
2004.75043,30,11.733,27.958,21.174,0.220588
2004.75043,50,8.979,31.153,24.111,0.324248
2004.75043,75,7.401,31.854,24.888,0.407992
2004.75043,100,6.696,32.176,25.235,0.479968
2004.75043,150,6.054,32.476,25.552,0.609023
2004.75043,200,5.721,32.969,25.982,0.719746
2004.75043,250,5.702,33.081,26.073,0.818792
2004.75604,0,10.732,25.971,19.799,0
2004.75604,10,10.848,26.2,19.959,0.078652
2004.75604,20,11.178,27.071,20.581,0.154929
2004.75604,30,10.943,27.64,21.061,0.224373
2004.75604,50,10.615,29.298,22.404,0.344513
2004.75604,75,7.415,31.533,24.634,0.446532
2004.75604,100,6.881,32.006,25.077,0.522845
2004.75604,150,6.07,32.485,25.557,0.65421
2004.75604,200,5.712,32.981,25.993,0.764123
2004.75604,250,5.694,33.08,26.073,0.863108
2004.76973,0,9.796,24.008,18.415,0
2004.76973,10,10.732,26.664,20.338,0.083268
2004.76973,20,10.815,27.8,21.207,0.153746
2004.76973,30,11.004,29.143,22.219,0.215335
2004.76973,50,10.677,30.296,23.17,0.319362
2004.76973,75,7.575,31.507,24.591,0.416221
2004.76973,100,6.76,32.06,25.135,0.492115
2004.76973,150,6.042,32.552,25.614,0.624237
2004.76973,200,5.756,33.008,26.009,0.731173
2004.76973,250,5.708,33.076,26.068,0.830353
2004.91393,0,6.046,28.423,22.355,0
2004.91393,10,6.412,29.118,22.861,0.052701
2004.91393,20,6.672,29.566,23.182,0.100527
2004.91393,30,6.846,29.725,23.286,0.146755
2004.91393,50,7.681,30.828,24.044,0.231986
2004.91393,75,7.717,31.533,24.592,0.319732
2004.91393,100,7.446,31.935,24.945,0.399321
2004.91393,150,6.579,32.421,25.443,0.537086
2004.91777,0,6.524,29.431,23.094,0
2004.91777,10,6.551,29.464,23.117,0.047599
2004.91777,20,6.596,29.509,23.147,0.094854
2004.91777,30,6.592,29.506,23.145,0.142028
2004.91777,50,7.337,30.391,23.747,0.232305
2004.91777,75,7.625,31.613,24.668,0.325007
2004.91777,100,7.494,31.986,24.979,0.402711
2004.91777,150,6.317,32.571,25.595,0.53959
2004.91777,200,6.071,33.084,26.03,0.646314
2004.91777,250,5.97,33.188,26.125,0.743685
2004.93056,0,5.553,29.116,22.956,0
2004.93056,10,5.89,29.263,23.035,0.048845
2004.93056,20,6.348,29.576,23.229,0.09632
2004.93056,30,6.325,29.919,23.502,0.14092
2004.93056,50,7.397,30.75,24.021,0.223835
2004.93056,75,7.593,31.493,24.578,0.314171
2004.93056,100,7.512,31.767,24.804,0.395951
2004.93056,150,6.2,32.612,25.641,0.53612
2004.93056,200,6.024,33.086,26.038,0.641316
2004.93056,250,5.905,33.278,26.204,0.73667
2004.93848,0,5.58,29.362,23.148,0
2004.93848,10,5.587,29.372,23.155,0.047132
2004.93848,20,6.002,29.715,23.379,0.092772
2004.93848,30,6.499,30.016,23.558,0.137228
2004.93848,50,7.452,30.914,24.142,0.218424
2004.93848,75,7.474,31.314,24.454,0.30914
2004.93848,100,7.557,31.597,24.665,0.393356
2004.93848,150,6.267,32.533,25.571,0.536242
2004.93848,200,6.031,33.125,26.068,0.641269
2004.93848,250,5.896,33.289,26.214,0.736103
2005.06256,0,4.596,30.593,24.225,0
2005.06256,10,4.755,30.772,24.351,0.036294
2005.06256,20,4.8,30.872,24.425,0.071406
2005.06256,30,4.8,30.903,24.45,0.106252
2005.06256,50,4.835,30.94,24.475,0.17543
2005.06256,75,5.169,31.198,24.644,0.259451
2005.06256,100,5.255,31.387,24.784,0.339733
2005.06256,150,5.979,31.782,25.013,0.49427
2005.12825,0,3.559,30.872,24.544,0
2005.12825,10,3.82,30.955,24.587,0.033702
2005.12825,20,3.869,31.004,24.621,0.066879
2005.12825,30,3.906,31.029,24.637,0.099905
2005.12825,50,4.091,31.12,24.692,0.165372
2005.12825,75,4.611,31.401,24.864,0.244426
2005.12825,100,5.125,31.616,24.98,0.320115
2005.12825,150,5.219,31.893,25.189,0.463257
2005.12825,200,5.943,32.384,25.493,0.598032
2005.12825,250,6.193,32.922,25.887,0.71333
2005.1708,0,3.733,30.912,24.56,0
2005.1708,10,3.881,30.964,24.588,0.033585
2005.1708,20,3.966,31.014,24.62,0.066854
2005.1708,30,4.04,31.056,24.646,0.099811
2005.1708,50,4.29,31.197,24.734,0.164889
2005.1708,75,4.674,31.463,24.907,0.243203
2005.1708,100,5.3,31.851,25.147,0.315923
2005.1708,150,5.201,31.984,25.263,0.453834
2005.1708,200,5.958,32.524,25.602,0.584123
2005.1708,250,6.188,32.884,25.858,0.695136
2005.32037,0,6.073,30.382,23.897,0
2005.32037,10,5.313,30.625,24.175,0.038761
2005.32037,20,5.119,30.815,24.346,0.075402
2005.32037,30,4.961,31.002,24.511,0.110349
2005.32037,50,5.162,31.348,24.764,0.175118
2005.32037,75,5.303,31.666,25,0.251982
2005.32037,100,5.248,31.83,25.136,0.324016
2005.32037,150,5.647,32.161,25.352,0.460815
2005.32037,200,5.697,32.432,25.56,0.586068
2005.32037,250,5.76,32.551,25.647,0.706091
2005.35031,0,8.105,29.859,23.225,0
2005.35031,10,7.174,30.477,23.836,0.045063
2005.35031,20,5.993,30.876,24.296,0.083306
2005.35031,30,6.071,31.136,24.492,0.118231
2005.35031,50,6.088,31.587,24.846,0.18336
2005.35031,75,5.189,31.708,25.046,0.258608
2005.35031,100,5.345,31.928,25.202,0.32908
2005.35031,150,5.657,32.333,25.487,0.460494
2005.35031,200,5.75,32.512,25.617,0.581997
2005.35031,250,5.793,32.619,25.697,0.699328
2005.3608,0,8.059,30.388,23.646,0
2005.3608,10,8.057,30.393,23.65,0.04237
2005.3608,20,7.429,30.514,23.831,0.084543
2005.3608,30,5.795,30.974,24.397,0.12208
2005.3608,50,5.258,31.359,24.762,0.189154
2005.3608,75,5.207,31.671,25.014,0.265784
2005.3608,100,5.641,31.962,25.195,0.337184
2005.3608,150,5.72,32.369,25.508,0.46752
2005.3608,200,5.751,32.523,25.626,0.588291
2005.3608,250,5.764,32.656,25.729,0.704798
2005.35905,0,10.14,29.531,22.663,0
2005.35905,10,7.061,30.602,23.949,0.045338
2005.35905,20,6.234,30.904,24.29,0.083547
2005.35905,30,5.556,31.098,24.522,0.118379
2005.35905,50,5.34,31.434,24.812,0.183452
2005.35905,75,5.101,31.74,25.081,0.258435
2005.35905,100,5.521,32.047,25.276,0.327856
2005.35905,150,5.727,32.42,25.547,0.455306
2005.35905,200,5.756,32.545,25.643,0.574692
2005.35905,250,5.739,32.743,25.801,0.690336
2005.46014,0,12.838,28.736,21.577,0
2005.46014,10,10.65,30.238,23.13,0.052014
2005.46014,20,9.517,31.049,23.946,0.094853
2005.46014,30,9.582,31.326,24.152,0.133484
2005.46014,50,8.295,31.613,24.573,0.204573
2005.46014,75,5.599,31.822,25.09,0.282296
2005.46014,100,6.116,32.114,25.259,0.352004
2005.46014,150,5.753,32.551,25.648,0.478061
2005.46014,200,5.653,32.786,25.845,0.59025
2005.46014,250,5.673,32.861,25.902,0.697187
2005.51724,0,15.53,23.683,17.161,0
2005.51724,10,14.8,27.421,20.18,0.090328
2005.51724,20,13.874,28.962,21.552,0.15616
2005.51724,30,13.463,30.499,22.819,0.214723
2005.51724,50,7.684,31.321,24.43,0.29502
2005.51724,75,6.65,31.77,24.921,0.375724
2005.51724,100,6.334,32.063,25.192,0.447801
2005.51724,150,5.891,32.542,25.624,0.577514
2005.51724,200,5.71,32.896,25.926,0.688142
2005.51724,250,5.816,33.086,26.063,0.789137
2005.6652,0,13.948,24.524,18.119,0
2005.6652,10,14.318,25.465,18.772,0.093368
2005.6652,20,13.902,27.814,20.662,0.174477
2005.6652,30,13.525,29.709,22.197,0.238859
2005.6652,50,9.455,31.43,24.254,0.333398
2005.6652,75,6.781,31.851,24.968,0.415068
2005.6652,100,6.548,32.21,25.281,0.485401
2005.6652,150,6.061,32.484,25.558,0.61361
2005.6652,200,5.874,32.849,25.869,0.72841
2005.6652,250,5.806,33.007,26.002,0.832503
2005.69866,0,13.308,25.791,19.215,0
2005.69866,10,13.233,26.181,19.53,0.082668
2005.69866,20,13.559,27.507,20.491,0.160957
2005.69866,30,13.669,28.657,21.357,0.229206
2005.69866,50,9.944,31.053,23.881,0.330743
2005.69866,75,6.89,31.74,24.866,0.417223
2005.69866,100,6.261,32.173,25.287,0.48915
2005.69866,150,5.991,32.637,25.687,0.613706
2005.69866,200,5.896,32.957,25.951,0.721307
2005.69866,250,5.841,33.1,26.071,0.821962
2005.70245,0,13.241,24.889,18.532,0
2005.70245,10,13.307,25.763,19.194,0.089744
2005.70245,20,13.551,27.944,20.83,0.166908
2005.70245,30,13.47,29.285,21.88,0.231157
2005.70245,50,9.309,31.297,24.173,0.324542
2005.70245,75,6.806,31.892,24.997,0.406978
2005.70245,100,6.645,32.225,25.28,0.477181
2005.70245,150,6.122,32.65,25.681,0.602458
2005.70245,200,5.842,32.984,25.979,0.709441
2005.70245,250,5.902,33.16,26.111,0.809516
2005.96677,0,5.27,28.222,22.279,0
2005.96677,10,5.637,29.982,23.631,0.045764
2005.96677,20,5.893,30.221,23.791,0.087367
2005.96677,30,6.124,30.42,23.921,0.127879
2005.96677,50,6.677,30.829,24.176,0.204734
2005.96677,75,6.877,31.159,24.411,0.294808
2005.96677,100,6.917,31.231,24.462,0.382049
2005.96677,150,7.006,31.43,24.607,0.551633
2005.96677,200,6.771,32.638,25.589,0.706909
2005.96677,250,6.148,33.108,26.04,0.814522
